Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.9677,0.9919,0.9879,0.992,0.8931,0.8448,0.8024,0.7559999999999999,0.6956
Random Forest,0.0,1.0,0.9839,0.992,1.0,1.0,1.0,1.0,1.0
CART,0.0,1.0,0.9476,0.992,1.0,1.0,1.0,1.0,1.0
C5.0,0.1573,0.996,0.9456,0.9520000000000001,0.9093,0.9173,0.9435,0.8992,0.879
C5.0-Boosting,0.379,1.0,0.9758,0.976,0.9940000000000001,1.0,1.0,1.0,0.8992
CTree,0.9073,0.9456,0.9214,0.9440000000000001,0.877,0.8145,0.7581,0.7319,0.6915
RPart,0.2702,0.9677,0.9335,0.9279999999999999,0.8871,0.8407,0.8367,0.8226,0.8286
kNN,0.9597,0.9637,0.9455,0.968,0.8629,0.8185,0.7823,0.7339,0.6653
3NN+DTW,0.4637,0.9859,0.9758,0.9840000000000001,0.8972,0.8569,0.8407,0.8105,0.8044
LSTM,1.2903,1.0,0.9859,0.992,0.9879,0.9194,0.7782,0.8347,0.7077
C4.5,0.5363,0.996,0.9376,0.9520000000000001,0.9738,0.9113,0.8125,0.9254,0.8327
