Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.8882,0.946,0.9224,0.9361,0.796,0.7574,0.7041,0.6612,0.6221
Random Forest,0.0414,0.9996,0.9622,0.9702,0.9694,0.9548,0.9583,0.963,0.9756
CART,0.2953,0.9989,0.9193,0.9275,0.9658,0.9559,0.9518,0.9392,0.9002
C5.0,0.9802,0.9625,0.9392,0.9459,0.8718,0.8182,0.7729,0.7166,0.6776
C5.0-Boosting,1.0512,0.9981,0.9586,0.9632,0.8982,0.8452,0.7902,0.7351,0.6904
CTree,0.9256,0.944,0.9243,0.9394,0.8429,0.793,0.7476,0.7057,0.6551
RPart,0.9196,0.9261,0.9029,0.914,0.8323,0.786,0.7428,0.6917,0.6496
kNN,0.7731,0.8488,0.8429,0.8436,0.7736,0.7344,0.6967,0.663,0.616
