Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.9306,0.9861,0.9719,0.9722,0.875,0.8472,0.7847,0.7431,0.6944
Random Forest,0.0,1.0,0.9859,1.0,1.0,1.0,1.0,1.0,1.0
CART,0.0,1.0,0.9526,1.0,1.0,1.0,1.0,1.0,1.0
C5.0,0.0972,0.9931,0.9517,1.0,0.9375,0.9097,0.9097,0.9444,0.8958
C5.0-Boosting,0.0139,1.0,0.9586,0.9722,1.0,0.9931,1.0,1.0,1.0
CTree,1.0972,0.9861,0.931,0.9722,0.8889,0.8403,0.7778,0.7083,0.6806
RPart,0.75,0.9653,0.9094,0.8611,0.9097,0.8403,0.7847,0.7708,0.7569
kNN,0.5972,0.8889,0.8126,0.8056,0.7778,0.7639,0.7014,0.7014,0.6597
3NN+DTW,0.5278,1.0,0.9862,1.0,0.9236,0.8542,0.8264,0.8403,0.7986
