Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.9703,1.0,0.9986,1.0,0.901,0.8501,0.7992,0.7496,0.7086
Random Forest,0.0,1.0,0.9802,0.9887,1.0,1.0,1.0,1.0,1.0
CART,0.0,1.0,0.9406,0.9661,1.0,1.0,1.0,1.0,1.0
C5.0,0.5658,0.9943,0.9378,0.9435,0.9406,0.9109,0.9208,0.8798,0.8147
C5.0-Boosting,0.7355,1.0,0.9731,0.9944,1.0,1.0,1.0,0.9745,0.8289
CTree,0.9788,0.9618,0.9138,0.9492,0.8741,0.8204,0.7242,0.7157,0.6818
RPart,0.5403,0.976,0.9321,0.9548,0.8953,0.8373,0.8274,0.7878,0.785
kNN,0.8967,0.9788,0.9745,0.9887,0.8769,0.8373,0.7949,0.7369,0.703
3NN+DTW,0.5431,0.9929,0.9759,0.9661,0.9081,0.8642,0.8529,0.8161,0.7963
