Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.4081,0.5721,0.5707,0.5754,0.5393,0.512,0.497,0.4723,0.4572
Random Forest,0.0418,0.9887,0.9454,0.9582,0.9576,0.9414,0.9454,0.9547,0.9614
CART,0.3628,0.9681,0.906,0.9002,0.964,0.939,0.9393,0.9306,0.8775
C5.0,1.1785,0.9843,0.9042,0.9316,0.8943,0.8508,0.7864,0.7353,0.6575
C5.0-Boosting,1.4624,1.0,0.9785,0.9849,0.962,0.9091,0.8316,0.7353,0.6833
CTree,1.2581,0.9199,0.7318,0.8538,0.7466,0.6459,0.6607,0.5184,0.4958
RPart,0.764,0.7242,0.7385,0.7169,0.62,0.643,0.6116,0.5698,0.4656
kNN,0.3042,0.575,0.5675,0.5754,0.546,0.5295,0.5181,0.5062,0.4816
3NN+DTW,0.4842,0.9919,0.861,0.9362,0.9129,0.8862,0.8534,0.8351,0.8174
