Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.4114,0.7043,0.6828,0.6932,0.6429,0.6157,0.6086,0.5757,0.56
Random Forest,0.0,1.0,0.8329,0.8068,1.0,1.0,1.0,1.0,1.0
CART,0.0686,1.0,0.7358,0.75,1.0,1.0,1.0,0.9657,1.0
C5.0,1.3629,0.9129,0.7186,0.7557,0.9586,0.8514,0.8714,0.75,0.6686
C5.0-Boosting,1.7943,1.0,0.7786,0.8125,1.0,0.9914,0.94,0.7571,0.6686
CTree,0.52,0.8143,0.7457,0.7614,0.7129,0.6629,0.6686,0.62,0.6043
RPart,0.0743,0.89,0.7443,0.767,0.8171,0.8186,0.7829,0.7957,0.81
kNN,0.4657,0.7586,0.7371,0.7386,0.7214,0.6971,0.6743,0.6586,0.6243
3NN+DTW,0.2829,0.8786,0.7814,0.8011,0.8171,0.8243,0.8057,0.7771,0.77
