Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.9731,1.0,0.9933,0.9946,0.9032,0.8522,0.7997,0.7554,0.7083
Random Forest,0.0,1.0,0.996,0.9892,1.0,1.0,1.0,1.0,1.0
CART,0.0,1.0,0.8844,0.8817,1.0,1.0,0.9892,1.0,1.0
C5.0,0.0081,0.9946,0.9045,0.9086,0.9583,0.9677,0.9718,0.9503,0.9691
C5.0-Boosting,0.0054,1.0,0.9623,0.9624,0.9987,1.0,1.0,1.0,1.0
CTree,1.0403,0.9395,0.8454,0.8817,0.8468,0.8065,0.7177,0.6949,0.6425
RPart,0.7742,0.9435,0.8642,0.8925,0.8669,0.8011,0.7728,0.7581,0.6949
kNN,0.9516,0.9933,0.9906,1.0,0.8938,0.8414,0.7876,0.7446,0.7043
3NN+DTW,0.5376,1.0,1.0,1.0,0.9167,0.8898,0.8562,0.8387,0.8078
