Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.7875,0.85,0.8491,0.8512,0.774,0.7344,0.6961,0.6539,0.6174
Random Forest,0.1662,1.0,0.957,0.9616,0.9714,0.9628,0.9606,0.9308,0.9459
CART,0.444,1.0,0.9339,0.9367,0.9629,0.9457,0.9306,0.8759,0.8868
C5.0,0.9099,0.9694,0.9464,0.9497,0.8653,0.8193,0.7746,0.7182,0.6884
C5.0-Boosting,0.9935,0.9938,0.958,0.9589,0.8763,0.8253,0.7749,0.7159,0.6826
CTree,0.9164,0.9475,0.9391,0.9416,0.8544,0.8089,0.7597,0.7145,0.6724
RPart,0.9946,0.94,0.9237,0.9383,0.8427,0.7902,0.7325,0.6876,0.6454
kNN,0.801,0.8733,0.8687,0.8561,0.7937,0.7523,0.7101,0.6645,0.6374
