Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.8420000000000001,0.879,0.8768,0.88,0.7922,0.7542,0.7093,0.6672,0.6252
Random Forest,0.1495,0.9995,0.9305,0.94,0.9615,0.9378,0.943,0.9435,0.9212
CART,0.2045,0.992,0.8842,0.89,0.9288,0.9015,0.907,0.9022,0.8772
C5.0,0.8165,0.9568,0.903,0.919,0.8628,0.8595,0.804,0.7802,0.6982
C5.0-Boosting,0.9905,0.982,0.9255,0.937,0.8595,0.9272,0.8135,0.8170000000000001,0.667
CTree,0.9155,0.9229999999999999,0.9025,0.9109999999999999,0.8208,0.7709999999999999,0.7265,0.6822,0.6362
RPart,0.8420000000000001,0.887,0.8802,0.894,0.7968,0.754,0.715,0.669,0.6288
kNN,0.856,0.8922,0.8905,0.898,0.805,0.7645,0.7245,0.6755,0.6355
3NN+DTW,0.2905,0.9498,0.912,0.927,0.8802,0.8672,0.843,0.831,0.8258
LSTM,1.153,0.935,0.7208,0.917,0.8255,0.7318,0.3425,0.5918,0.6072
C4.5,0.1475,0.9625,0.9,0.9229999999999999,0.8895,0.8705,0.8715,0.9028,0.8365
