Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.2943,0.6329,0.6158,0.6136,0.6171,0.5871,0.5786,0.5743,0.55
Random Forest,0.0,1.0,0.8001,0.7955,1.0,1.0,1.0,1.0,1.0
CART,0.1114,1.0,0.703,0.7273,1.0,1.0,1.0,0.9957,0.9743
C5.0,1.1114,0.9057,0.7314,0.7841,0.8529,0.8486,0.7357,0.7414,0.6286
C5.0-Boosting,1.3486,0.9986,0.7857,0.7898,0.9143,0.8329,0.7143,0.7386,0.6243
CTree,0.5829,0.7829,0.7614,0.6705,0.74,0.7243,0.6671,0.67,0.6214
RPart,0.5686,0.8614,0.7786,0.75,0.8243,0.8143,0.7457,0.73,0.7243
kNN,0.4857,0.7643,0.7571,0.7727,0.7329,0.7257,0.6714,0.6771,0.6357
3NN+DTW,0.4286,0.8714,0.7486,0.7443,0.8329,0.8457,0.7729,0.7857,0.7557
