Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.35,0.3256,0.3124,0.3178,0.2939,0.2861,0.2622,0.23,0.2344
Random Forest,0.0,1.0,0.7773,0.8044,0.9994,0.9994,1.0,0.9994,0.9994
CART,0.0256,1.0,0.617,0.6356,0.9967,0.9983,1.0,0.9967,0.9911
C5.0,0.2956,0.9394,0.6322,0.7,0.8794,0.8672,0.8511,0.8239,0.8272
C5.0-Boosting,0.0122,1.0,0.7411,0.7911,0.9939,0.9933,0.995,0.9861,0.9944
CTree,0.7678,0.7039,0.5572,0.6222,0.6067,0.5722,0.5311,0.4872,0.4572
RPart,0.6856,0.5856,0.5228,0.56,0.5283,0.4661,0.4506,0.41,0.385
kNN,0.39,0.4928,0.4489,0.5022,0.4472,0.4267,0.405,0.375,0.3756
3NN+DTW,0.13,0.8744,0.4689,0.5133,0.8639,0.8583,0.8694,0.8744,0.8883
