Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.5378,0.4972,0.4718,0.5244,0.4506,0.4189,0.39,0.3567,0.3472
Random Forest,0.0022,1.0,0.7643,0.8244,1.0,0.9994,1.0,0.9994,0.9994
CART,0.0044,1.0,0.6079,0.66,0.9978,0.9994,1.0,0.9983,0.9972
C5.0,0.2867,0.9267,0.6289,0.6711,0.8761,0.8617,0.8394,0.8383,0.8161
C5.0-Boosting,0.0033,1.0,0.7339,0.76,0.9933,0.9939,0.995,0.9922,0.9933
CTree,0.8244,0.6956,0.5983,0.6511,0.6,0.5639,0.5394,0.4928,0.4294
RPart,0.6256,0.59,0.5372,0.5844,0.5306,0.4806,0.4861,0.4189,0.405
kNN,0.4456,0.5628,0.5117,0.5756,0.5056,0.4722,0.4556,0.4339,0.4133
3NN+DTW,0.0356,0.8911,0.5556,0.6356,0.875,0.8628,0.8733,0.8683,0.8633
