Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.2853,0.3221,0.2755,0.2949,0.2933,0.2708,0.2917,0.2372,0.2388
Random Forest,0.0,1.0,0.5153,0.5449,1.0,1.0,1.0,1.0,1.0
CART,0.0032,1.0,0.3756,0.4167,1.0,1.0,1.0,0.9984,1.0
C5.0,0.2724,0.8718,0.3637,0.4359,0.8542,0.8558,0.8205,0.8157,0.8061
C5.0-Boosting,0.0128,1.0,0.4182,0.5385,1.0,1.0,0.992,0.9968,0.9984
CTree,0.4167,0.4022,0.2837,0.3333,0.3365,0.3221,0.3429,0.2644,0.2612
RPart,0.6026,0.4824,0.3205,0.3333,0.4728,0.3958,0.4038,0.3413,0.3494
kNN,0.2147,0.3862,0.2724,0.3077,0.3446,0.3269,0.3446,0.2997,0.3045
3NN+DTW,0.0962,0.8654,0.2869,0.3654,0.8702,0.8654,0.8622,0.9038,0.875
