Classifier,PV,ACC_TRAIN,ACC_CV,ACC_TEST,PV_1,PV_2,PV_3,PV_4,PV_5
RBF-SVM,0.826,0.8331,0.8204,0.8079,0.768,0.7383,0.6874,0.6421,0.6096
Random Forest,0.0,1.0,0.9533,0.9379,1.0,1.0,1.0,1.0,1.0
CART,0.0,1.0,0.9208,0.9379,1.0,1.0,1.0,1.0,1.0
C5.0,1.3805,0.9901,0.9138,0.9379,0.9378,0.86,0.8642,0.761,0.6421
C5.0-Boosting,1.7313,1.0,0.9534,0.9605,1.0,0.9236,0.7992,0.7737,0.6421
CTree,0.8996,0.9095,0.8487,0.8023,0.8119,0.7723,0.7298,0.6648,0.6407
RPart,0.761,0.9519,0.8982,0.8983,0.8784,0.843,0.8006,0.7397,0.7397
kNN,0.7072,0.8812,0.8586,0.8192,0.7977,0.7595,0.727,0.6832,0.6591
3NN+DTW,0.5658,0.976,0.9236,0.887,0.8967,0.8487,0.8359,0.8006,0.7793
